Organism;Body Site;Project ID;CDS Count;Contig Count;Contig Locus Min;Contig Locus Max;Contig ASM;Contig CDS;Contig PEP;Contig GBK;Scaffold Count;Scaffold Locus Min;Scaffold Locus Max;Scaffold ASM;Scaffold CDS;Scaffold PEP;Scaffold GBK
Bacteroides sp. 9_1_42FAA;Gastrointestinal_tract;32445;4871;121;ACAA01000001;ACAA01000121;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32445/32445.ACAA01000001-ACAA01000121.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32445/32445.ACAA01000001-ACAA01000121.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32445/32445.ACAA01000001-ACAA01000121.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32445/32445.ACAA01000001-ACAA01000121.nuc.gbk;50;EQ973125;EQ973174;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32445/32445.EQ973125-EQ973174.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32445/32445.EQ973125-EQ973174.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32445/32445.EQ973125-EQ973174.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32445/32445.EQ973125-EQ973174.nuc.gbk
Desulfovibrio sp. 3_1_syn3;Gastrointestinal_tract;42529;3096;3;ADDR02000001;ADDR02000003;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42529/42529.ADDR02000001-ADDR02000003.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42529/42529.ADDR02000001-ADDR02000003.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42529/42529.ADDR02000001-ADDR02000003.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/42529/42529.ADDR02000001-ADDR02000003.nuc.gbk;;;;;;;
Bifidobacterium angulatum DSM 20098 = JCM 7096;Gastrointestinal_tract;29261;3496;17;ABYS02000001;ABYS02000017;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/29261/29261.ABYS02000001-ABYS02000017.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/29261/29261.ABYS02000001-ABYS02000017.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/29261/29261.ABYS02000001-ABYS02000017.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/29261/29261.ABYS02000001-ABYS02000017.nuc.gbk;6;GG663535;GG663540;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/29261/29261.GG663535-GG663540.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/29261/29261.GG663535-GG663540.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/29261/29261.GG663535-GG663540.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/29261/29261.GG663535-GG663540.nuc.gbk
Escherichia sp. 4_1_40B;Gastrointestinal_tract;32467;8996;65;ACDM02000001;ACDM02000065;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32467/32467.ACDM02000001-ACDM02000065.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32467/32467.ACDM02000001-ACDM02000065.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32467/32467.ACDM02000001-ACDM02000065.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32467/32467.ACDM02000001-ACDM02000065.nuc.gbk;8;JH660539;JH660546;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32467/32467.JH660539-JH660546.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32467/32467.JH660539-JH660546.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32467/32467.JH660539-JH660546.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32467/32467.JH660539-JH660546.nuc.gbk
Anaerofustis stercorihominis DSM 17244;Gastrointestinal_tract;19657;4662;6;ABIL02000001;ABIL02000006;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19657/19657.ABIL02000001-ABIL02000006.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19657/19657.ABIL02000001-ABIL02000006.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19657/19657.ABIL02000001-ABIL02000006.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19657/19657.ABIL02000001-ABIL02000006.nuc.gbk;5;DS560015;DS560019;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19657/19657.DS560015-DS560019.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19657/19657.DS560015-DS560019.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19657/19657.DS560015-DS560019.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19657/19657.DS560015-DS560019.nuc.gbk
Bacteroides sp. 3_1_19;Gastrointestinal_tract;41951;4248;85;ADCJ01000001;ADCJ01000085;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41951/41951.ADCJ01000001-ADCJ01000085.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41951/41951.ADCJ01000001-ADCJ01000085.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41951/41951.ADCJ01000001-ADCJ01000085.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41951/41951.ADCJ01000001-ADCJ01000085.nuc.gbk;36;GG774759;GG774794;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41951/41951.GG774759-GG774794.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41951/41951.GG774759-GG774794.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41951/41951.GG774759-GG774794.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/41951/41951.GG774759-GG774794.nuc.gbk
Helicobacter pylori HP250BFiV;Gastrointestinal_tract;89319;3276;91;APEW01000001;APEW01000091;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89319/89319.APEW01000001-APEW01000091.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89319/89319.APEW01000001-APEW01000091.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89319/89319.APEW01000001-APEW01000091.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89319/89319.APEW01000001-APEW01000091.nuc.gbk;46;KB636015;KB636060;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89319/89319.KB636015-KB636060.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89319/89319.KB636015-KB636060.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89319/89319.KB636015-KB636060.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89319/89319.KB636015-KB636060.nuc.gbk
Fusobacterium nucleatum subsp. animalis 3_1_33;Gastrointestinal_tract;38519;4216;18;ACQE02000001;ACQE02000018;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38519/38519.ACQE02000001-ACQE02000018.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38519/38519.ACQE02000001-ACQE02000018.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38519/38519.ACQE02000001-ACQE02000018.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38519/38519.ACQE02000001-ACQE02000018.nuc.gbk;5;KI391961;KI391965;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38519/38519.KI391961-KI391965.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38519/38519.KI391961-KI391965.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38519/38519.KI391961-KI391965.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/38519/38519.KI391961-KI391965.nuc.gbk
Parvimonas micra ATCC 33270;Gastrointestinal_tract;18169;3356;17;ABEE02000001;ABEE02000017;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18169/18169.ABEE02000001-ABEE02000017.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18169/18169.ABEE02000001-ABEE02000017.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18169/18169.ABEE02000001-ABEE02000017.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18169/18169.ABEE02000001-ABEE02000017.nuc.gbk;16;DS483504;DS483519;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18169/18169.DS483504-DS483519.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18169/18169.DS483504-DS483519.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18169/18169.DS483504-DS483519.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18169/18169.DS483504-DS483519.nuc.gbk
Erysipelatoclostridium ramosum DSM 1402;Gastrointestinal_tract;19663;6338;16;ABFX02000001;ABFX02000016;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19663/19663.ABFX02000001-ABFX02000016.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19663/19663.ABFX02000001-ABFX02000016.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19663/19663.ABFX02000001-ABFX02000016.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19663/19663.ABFX02000001-ABFX02000016.nuc.gbk;12;DS499649;DS499660;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19663/19663.DS499649-DS499660.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19663/19663.DS499649-DS499660.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19663/19663.DS499649-DS499660.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19663/19663.DS499649-DS499660.nuc.gbk
Prevotella oralis HGA0225;Gastrointestinal_tract;169459;4708;21;ATFN01000001;ATFN01000021;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169459/169459.ATFN01000001-ATFN01000021.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169459/169459.ATFN01000001-ATFN01000021.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169459/169459.ATFN01000001-ATFN01000021.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169459/169459.ATFN01000001-ATFN01000021.nuc.gbk;7;KE340301;KE340307;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169459/169459.KE340301-KE340307.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169459/169459.KE340301-KE340307.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169459/169459.KE340301-KE340307.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169459/169459.KE340301-KE340307.nuc.gbk
Paenisporosarcina sp. HGH0030;Gastrointestinal_tract;72489;6898;20;AGEQ01000001;AGEQ01000020;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/72489/72489.AGEQ01000001-AGEQ01000020.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/72489/72489.AGEQ01000001-AGEQ01000020.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/72489/72489.AGEQ01000001-AGEQ01000020.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/72489/72489.AGEQ01000001-AGEQ01000020.nuc.gbk;5;KE150421;KE150425;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/72489/72489.KE150421-KE150425.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/72489/72489.KE150421-KE150425.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/72489/72489.KE150421-KE150425.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/72489/72489.KE150421-KE150425.nuc.gbk
Oxalobacter formigenes HOxBLS;Gastrointestinal_tract;32497;4520;29;ACDP02000001;ACDP02000029;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32497/32497.ACDP02000001-ACDP02000029.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32497/32497.ACDP02000001-ACDP02000029.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32497/32497.ACDP02000001-ACDP02000029.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32497/32497.ACDP02000001-ACDP02000029.nuc.gbk;2;KI392030;KI392031;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32497/32497.KI392030-KI392031.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32497/32497.KI392030-KI392031.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32497/32497.KI392030-KI392031.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32497/32497.KI392030-KI392031.nuc.gbk
Subdoligranulum variabile DSM 15176;Gastrointestinal_tract;18181;6762;91;ACBY02000001;ACBY02000091;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18181/18181.ACBY02000001-ACBY02000091.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18181/18181.ACBY02000001-ACBY02000091.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18181/18181.ACBY02000001-ACBY02000091.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18181/18181.ACBY02000001-ACBY02000091.nuc.gbk;11;GG704769;GG704779;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18181/18181.GG704769-GG704779.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18181/18181.GG704769-GG704779.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18181/18181.GG704769-GG704779.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18181/18181.GG704769-GG704779.nuc.gbk
Klebsiella pneumoniae subsp. pneumoniae WGLW5;Gastrointestinal_tract;169456;10896;34;AMLO01000001;AMLO01000034;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169456/169456.AMLO01000001-AMLO01000034.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169456/169456.AMLO01000001-AMLO01000034.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169456/169456.AMLO01000001-AMLO01000034.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169456/169456.AMLO01000001-AMLO01000034.nuc.gbk;10;JH930428;JH930437;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169456/169456.JH930428-JH930437.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169456/169456.JH930428-JH930437.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169456/169456.JH930428-JH930437.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/169456/169456.JH930428-JH930437.nuc.gbk
Anaerotruncus colihominis DSM 17241;Gastrointestinal_tract;19659;8854;36;ABGD02000001;ABGD02000036;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19659/19659.ABGD02000001-ABGD02000036.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19659/19659.ABGD02000001-ABGD02000036.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19659/19659.ABGD02000001-ABGD02000036.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19659/19659.ABGD02000001-ABGD02000036.nuc.gbk;28;DS544167;DS544194;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19659/19659.DS544167-DS544194.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19659/19659.DS544167-DS544194.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19659/19659.DS544167-DS544194.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/19659/19659.DS544167-DS544194.nuc.gbk
Bacteroides dorei DSM 17855;Gastrointestinal_tract;27831;9932;121;ABWZ01000001;ABWZ01000121;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/27831/27831.ABWZ01000001-ABWZ01000121.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/27831/27831.ABWZ01000001-ABWZ01000121.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/27831/27831.ABWZ01000001-ABWZ01000121.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/27831/27831.ABWZ01000001-ABWZ01000121.nuc.gbk;40;DS995528;DS995567;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/27831/27831.DS995528-DS995567.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/27831/27831.DS995528-DS995567.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/27831/27831.DS995528-DS995567.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/27831/27831.DS995528-DS995567.nuc.gbk
Bifidobacterium longum subsp. infantis 157F;Gastrointestinal_tract;32051;1999;;;;;;;;3;AP010890;AP010892;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32051/32051.AP010890.1-AP010892.1.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32051/32051.AP010890.1-AP010892.1.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32051/32051.AP010890.1-AP010892.1.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/32051/32051.AP010890.1-AP010892.1.nuc.gbk
Dorea longicatena DSM 13814;Gastrointestinal_tract;18157;5940;52;AAXB02000001;AAXB02000052;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18157/18157.AAXB02000001-AAXB02000052.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18157/18157.AAXB02000001-AAXB02000052.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18157/18157.AAXB02000001-AAXB02000052.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18157/18157.AAXB02000001-AAXB02000052.nuc.gbk;36;DS264384;DS264419;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18157/18157.DS264384-DS264419.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18157/18157.DS264384-DS264419.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18157/18157.DS264384-DS264419.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/18157/18157.DS264384-DS264419.nuc.gbk
Helicobacter pylori HP260AFi;Gastrointestinal_tract;89323;3348;75;APEY01000001;APEY01000075;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89323/89323.APEY01000001-APEY01000075.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89323/89323.APEY01000001-APEY01000075.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89323/89323.APEY01000001-APEY01000075.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89323/89323.APEY01000001-APEY01000075.nuc.gbk;56;KB644205;KB644260;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89323/89323.KB644205-KB644260.nuc.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89323/89323.KB644205-KB644260.cds.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89323/89323.KB644205-KB644260.pep.fsa;http://downloads.hmpdacc.orglocal/db/repository/ncbi/dacc_reference_genomes/20141006/89323/89323.KB644205-KB644260.nuc.gbk
